symbol,timeframe,ts,open,high,low,close,volume,ret_1,ret_5,rsi_14,atr_14,ema_dist_50,volume_z,y_up
SYN,5m,2024-01-01T00:01:49Z,108.07120641241383,108.33750604454026,108.07120641241383,108.33750604454026,956.8799135893379,0.002464112699086553,0.010268643720564108,100.0,0.2006072523811763,0.022756530520881054,-0.7316128417929931,1
SYN,5m,2024-01-01T00:01:50Z,108.33750604454026,108.52093812220576,108.33750604454026,108.52093812220576,951.195777822126,0.0016931539626737116,0.010618140307404716,100.0,0.20388812516729718,0.023451166891185714,-0.770404564977483,1
SYN,5m,2024-01-01T00:01:51Z,108.52093812220576,108.77290995697123,108.52093812220576,108.77290995697123,946.4102313836786,0.0023218729871439556,0.010966932354685714,100.0,0.2073409906093815,0.024704970628170914,-0.8030638117529756,1
SYN,5m,2024-01-01T00:01:52Z,108.77290995697123,108.94152650528456,108.77290995697123,108.94152650528456,942.6453847397812,0.0015501704273612395,0.009902835832534443,100.0,0.21067176625443956,0.025186484337615972,-0.8287572319707971,1
SYN,5m,2024-01-01T00:01:53Z,108.94152650528456,109.1787955282532,108.94152650528456,109.1787955282532,940.0149186287235,0.0021779483965385545,0.010248697618981598,100.0,0.21415719042211379,0.02623418103245795,-0.8467090046597847,1
SYN,5m,2024-01-01T00:01:54Z,109.1787955282532,109.48505414724977,109.1787955282532,109.48505414724977,938.6231451979352,0.002805110804847745,0.010592343728474988,100.0,0.2177931977796906,0.02782245102100361,-0.856207245355248,1
SYN,5m,2024-01-01T00:01:55Z,109.48505414724977,109.70748000805169,109.48505414724977,109.70748000805169,938.5641465136785,0.002031563691814707,0.010933759939577356,100.0,0.22127101278007189,0.02862511529290274,-0.8566098853908956,1
SYN,5m,2024-01-01T00:01:56Z,109.70748000805169,109.99899643002841,109.70748000805169,109.99899643002841,939.9209975586593,0.002657215551349173,0.011271983746157009,100.0,0.22488153958194346,0.029975920290366692,-0.8473499745979304,0
SYN,5m,2024-01-01T00:01:57Z,109.99899643002841,110.20601208264328,109.99899643002841,110.20601208264328,812.7650801346352,0.0018819776482829616,0.011607011742188034,100.0,0.22830588922894077,0.030551072172761963,-1.715133108568025,0
SYN,5m,2024-01-01T00:01:58Z,110.20601208264328,110.48216237615611,110.20601208264328,110.48216237615611,817.1554933363478,0.002505764325323224,0.011937911950728778,100.0,0.23184486019889558,0.03168110458708737,-1.6851704721073015,0
SYN,5m,2024-01-01T00:01:59Z,110.48216237615611,110.67313005352203,110.48216237615611,110.67313005352203,823.1385654655376,0.0017284932993593596,0.010851489415846486,100.0,0.23516970327205047,0.032044029686576526,-1.6443386399108988,0
SYN,5m,2024-01-01T00:02:00Z,110.67313005352203,110.67313005352203,110.54586546588415,110.54586546588415,830.7474714160355,-0.0011499140539021169,0.007642008163626835,96.03221818385575,0.22910351701883108,0.029716753398664423,-1.5924112079394213,0
SYN,5m,2024-01-01T00:02:01Z,110.54586546588415,110.54586546588415,110.48732784534305,110.48732784534305,840.0019586898593,-0.0005295324279601194,0.004439417005274826,93.77684032336325,0.2132612207963039,0.028057481416149076,-1.529253408188862,0
SYN,5m,2024-01-01T00:02:02Z,110.48732784534305,110.48732784534305,110.34254167919534,110.34254167919534,850.9081843070838,-0.0013104323271387107,0.0012388579712844375,88.7267853435319,0.20946514395963536,0.02573186507099331,-1.4548232217089057,0
SYN,5m,2024-01-01T00:02:03Z,110.34254167919534,110.34254167919534,110.26610962698906,110.26610962698906,863.4586639564131,-0.0006926798226969134,-0.0019555441758232245,85.15956274672631,0.19590317396533813,0.024073931941938968,-1.369171725627881,0
SYN,5m,2024-01-01T00:02:04Z,110.26610962698906,110.26610962698906,110.10331976401022,110.10331976401022,877.6323338064053,-0.001476336324275247,-0.005148587459632198,79.06650166734758,0.19442873005914812,0.021743516140058188,-1.2724426713183739,0
SYN,5m,2024-01-01T00:02:05Z,110.10331976401022,110.10331976401022,110.00847033791368,110.00847033791368,893.3947244668666,-0.0008614583674664855,-0.004861286541162562,74.08612627938957,0.1832057008685106,0.020080452019630362,-1.1648712971873283,0
SYN,5m,2024-01-01T00:02:06Z,110.00847033791368,110.00847033791368,109.82716566196443,109.82716566196443,910.6982456637064,-0.0016480974182472923,-0.0059750036158236425,67.17974418843609,0.18411199569964815,0.01773875235799878,-1.0467823858955392,0
SYN,5m,2024-01-01T00:02:07Z,109.82716566196443,109.82716566196443,109.71335180369212,109.71335180369212,929.4825792761887,-0.001036299694946284,-0.005702151372699859,60.89102915039041,0.1752937696499097,0.01606410174313945,-0.9185875820515151,0
SYN,5m,2024-01-01T00:02:08Z,109.71335180369212,109.71335180369212,109.66660228529064,109.66660228529064,949.6751774905758,-0.0004261060083656148,-0.005436913877949038,54.136239726335255,0.15675740532168955,0.015031145861641065,-0.7807819925322568,0
SYN,5m,2024-01-01T00:02:09Z,109.66660228529064,109.66660228529064,109.53307753595162,109.53307753595162,971.191861956023,-0.0012175516206078944,-0.005179155626559047,45.85880562712943,0.1504073259314822,0.013288063566283275,-0.633940097508159,0
SYN,5m,2024-01-01T00:02:10Z,109.53307753595162,109.53307753595162,109.46618939614196,109.46618939614196,863.9375189944375,-0.0006106661230960901,-0.004929447160804929,35.83769287305904,0.13436244863383504,0.012187687209975961,-1.3659037508923568,0
SYN,5m,2024-01-01T00:02:11Z,109.46618939614196,109.46618939614196,109.31233758594784,109.31233758594784,887.8068851227152,-0.0014054733342123132,-0.00468762052551886,25.554751537722808,0.13056503131806657,0.01037396228643066,-1.203005839695634,0
SYN,5m,2024-01-01T00:02:12Z,109.31233758594784,109.31233758594784,109.22467005130474,109.22467005130474,912.685416399913,-0.0008019912169033383,-0.0044541684704134015,11.64843559396705,0.11710197711308622,0.009203981167092614,-1.0332208208175366,0
SYN,5m,2024-01-01T00:02:13Z,109.22467005130474,109.22467005130474,109.0498852591371,109.0498852591371,938.4502344196068,-0.0016002318165442197,-0.0056235628103913325,0.0,0.11594605674178078,0.007317272433665967,-0.8573872852633764,0
SYN,5m,2024-01-01T00:02:14Z,109.0498852591371,109.0498852591371,108.94081343093963,108.94081343093963,964.9711411347089,-0.001000201219270267,-0.005407171224761721,0.0,0.11464657392460863,0.006075419573543241,-0.6763937773622518,0
SYN,5m,2024-01-01T00:02:15Z,108.94081343093963,108.94081343093963,108.89703016912327,108.89703016912327,992.1116941335329,-0.000401899530923859,-0.005199406594478084,0.0,0.11359269115855548,0.005453220707400149,-0.4911714564814847,0
SYN,5m,2024-01-01T00:02:16Z,108.89703016912327,108.89703016912327,108.76577430525107,108.76577430525107,1019.7303334866417,-0.0012053208766882836,-0.005000014570789256,0.0,0.11262624099601888,0.004086240754914144,-0.3026864067931687,0
SYN,5m,2024-01-01T00:02:17Z,108.76577430525107,108.76577430525107,108.69937786619408,108.69937786619408,1047.6815508581174,-0.0006104534214103582,-0.004809281500817708,0.0,0.1119094114853557,0.0033415217912863534,-0.11193165860466023,0
SYN,5m,2024-01-01T00:02:18Z,108.69937786619408,108.69937786619408,108.54532047600583,108.54532047600583,1075.817091225815,-0.0014172794105399304,-0.004626917139181451,0.0,0.11128566342888543,0.0018514058546252228,0.08008101285289136,0
SYN,5m,2024-01-01T00:02:19Z,108.54532047600583,108.54532047600583,108.45568643885635,108.45568643885635,1103.9871772858805,-0.0008257752315475815,-0.004453124378319563,0.0,0.11091313564695225,0.0009862242138580703,0.27232944344612164,0
SYN,5m,2024-01-01T00:02:20Z,108.45568643885635,108.45568643885635,108.27826253464737,108.27826253464737,1132.0417464294417,-0.0016359114956042856,-0.00568213507305865,0.0,0.11063593766550436,-0.0006252321736289366,0.4637895219605687,0
SYN,5m,2024-01-01T00:02:21Z,108.27826253464737,108.27826253464737,108.164824472991,108.164824472991,1159.8316900755717,-0.0010476531392445373,-0.00552517403658163,0.0,0.11060909505007999,-0.0016089676072352504,0.6534436480023252,0
SYN,5m,2024-01-01T00:02:22Z,108.164824472991,108.164824472991,108.11496486464581,108.11496486464581,1187.2100851251496,-0.00046095954565744494,-0.005376415330248409,0.0,0.11083124433177309,-0.0019896706967541702,0.8402891361282693,0
SYN,5m,2024-01-01T00:02:23Z,108.11496486464581,108.11496486464581,107.97703344823174,107.97703344823174,1084.0334073653282,-0.0012757846851891353,-0.005235481596829514,0.0,0.11114600626570592,-0.0031414060658905003,0.1361537518467027,0
SYN,5m,2024-01-01T00:02:24Z,107.97703344823174,107.97703344823174,107.90230499720683,107.90230499720683,1110.1627168033679,-0.0006920772745691134,-0.005102373695836577,0.0,0.11170602849536644,-0.0036857014506565334,0.3144747808005027,0
SYN,5m,2024-01-01T00:02:25Z,107.90230499720683,107.90230499720683,107.73939615219592,107.73939615219592,1135.4648051404429,-0.0015097809543097418,-0.004976681097732025,0.0,0.11235295955370869,-0.004999285823449743,0.48715039006779715,0
SYN,5m,2024-01-01T00:02:26Z,107.73939615219592,107.73939615219592,107.63932408580047,107.63932408580047,1159.81329590869,-0.000928834483665478,-0.0048583297735739555,0.0,0.11323899753601958,-0.005700940230829548,0.6533181159145798,0
SYN,5m,2024-01-01T00:02:27Z,107.63932408580047,107.63932408580047,107.45104439912595,107.45104439912595,1183.0896881857166,-0.0017491719524775145,-0.00614087482108567,0.0,0.11420291857222509,-0.007170493347064834,0.8121692417361077,0
SYN,5m,2024-01-01T00:02:28Z,107.45104439912595,107.45104439912595,107.32524898908846,107.32524898908846,1205.1843352667736,-0.001170723009170737,-0.006036324932521526,0.0,0.11539746013222592,-0.008023503132192739,0.9629554770634489,0
SYN,5m,2024-01-01T00:02:29Z,107.32524898908846,107.32524898908846,107.26156077993592,107.26156077993592,1225.9973502119547,-0.0005934131041151377,-0.005938188413004645,0.0,0.11681924208481068,-0.008283913735495156,1.1049951375242941,0
SYN,5m,2024-01-01T00:02:30Z,107.26156077993592,107.26156077993592,107.10955358449749,107.10955358449749,1245.4394307897196,-0.001417163747507796,-0.005845981973100143,0.0,0.1183014800538272,-0.009333870695077795,1.237678774719179,0
SYN,5m,2024-01-01T00:02:31Z,107.10955358449749,107.10955358449749,107.01937882457077,107.01937882457077,1263.4325970037162,-0.000841892780886137,-0.005759468172947066,0.0,0.11999993154452275,-0.009784951808175553,1.3604742095172195,0
SYN,5m,2024-01-01T00:02:32Z,107.01937882457077,107.01937882457077,106.84092244133421,106.84092244133421,1279.9108351118384,-0.0016675146613313976,-0.0056781389255318995,0.0,0.12174271676225804,-0.011021729032123747,1.472930927202543,0
SYN,5m,2024-01-01T00:02:33Z,106.84092244133421,106.84092244133421,106.72404480171966,106.72404480171966,1294.8206428187093,-0.0010939407573791243,-0.005601703168934002,0.0,0.12368868836690641,-0.01165329349674595,1.5746837981728667,0
SYN,5m,2024-01-01T00:02:34Z,106.72404480171966,106.72404480171966,106.51901941048622,106.51901941048622,1308.1214711389741,-0.0019210796556141255,-0.006922716433085828,0.0,0.1256602231543675,-0.013067147825288089,1.6654560934618698,1
SYN,5m,2024-01-01T00:02:35Z,106.51901941048622,106.51901941048622,106.37534256510386,106.37534256510386,1319.7860592821476,-0.0013488374768892654,-0.006854766870206548,0.0,0.1278201362776526,-0.013869360057855837,1.7450617701807813,1
SYN,5m,2024-01-01T00:02:36Z,106.37534256510386,106.37534256510386,106.29267635025126,106.29267635025126,1199.8006597932845,-0.0007771182010719719,-0.006790382099962858,0.0,0.13016346531389697,-0.014083050757569545,0.926214263053855,1
SYN,5m,2024-01-01T00:02:37Z,106.29267635025126,106.29267635025126,106.1219890196289,106.1219890196289,1208.1651520900837,-0.0016058239991992977,-0.006729007998785094,0.0,0.1325031734716313,-0.015097869287145328,0.9832982390608869,1
SYN,5m,2024-01-01T00:02:38Z,106.1219890196289,106.1219890196289,106.01216808799211,106.01216808799211,1214.8930434587496,-0.0010348555718879043,-0.006670256126912441,0.0,0.1350097792296227,-0.015516125931582886,1.0292131345308497,1
SYN,5m,2024-01-01T00:02:39Z,106.01216808799211,106.01216808799211,105.81454948106708,105.81454948106708,1220.011357500387,-0.0018641124928320115,-0.006613560031982384,0.0,0.1374890479377748,-0.0167298467633416,1.0641433736394552,1
SYN,5m,2024-01-01T00:02:40Z,105.81454948106708,106.04802996634496,105.81454948106708,106.04802996634496,1223.5604109492256,0.0022065064438010562,-0.0030769592921271803,11.343612675171443,0.14701822071509088,-0.013923076204548699,1.0883641003413853,1
SYN,5m,2024-01-01T00:02:41Z,106.04802996634496,106.19406901311719,106.04802996634496,106.19406901311719,1225.5934807058782,0.0013771028732789945,-0.0009276964370446614,18.825238679692717,0.14400103215064167,-0.01203739764222234,1.1022389060189266,1
SYN,5m,2024-01-01T00:02:42Z,106.19406901311719,106.40091153849511,106.19406901311719,106.40091153849511,1226.1763638355364,0.0019477785087260674,0.002628319742618272,27.961127469444122,0.1497901118178159,-0.009675102837551108,1.1062168266634407,1
SYN,5m,2024-01-01T00:02:43Z,106.40091153849511,106.6688965759067,106.40091153849511,106.6688965759067,1225.3868341649688,0.00251863478927656,0.0061948406466840154,37.12360044290657,0.16438274240774778,-0.006858548064700266,1.1008286343892044,1
SYN,5m,2024-01-01T00:02:44Z,106.6688965759067,106.84914274705811,106.6688965759067,106.84914274705811,1223.3139999661742,0.0016897725291753138,0.009777419750543376,44.410818778009414,0.16639981210153212,-0.004957701068626845,1.0866824539072366,1
SYN,5m,2024-01-01T00:02:45Z,106.84914274705811,107.09075981271128,106.84914274705811,107.09075981271128,1220.0575680314234,0.0022612915690409297,0.009832618736031635,51.43852975942964,0.17721711965342127,-0.002584822912323463,1.0644587401615768,1
SYN,5m,2024-01-01T00:02:46Z,107.09075981271128,107.24425197394521,107.09075981271128,107.24425197394521,1215.7270202175384,0.0014332904304943455,0.009889280734673657,58.21085386636817,0.17543396093894817,-0.001104790859120742,1.0349046586066553,1
SYN,5m,2024-01-01T00:02:47Z,107.24425197394521,107.45936957003198,107.24425197394521,107.45936957003198,1210.4407092601318,0.002005865975353465,0.009947828606279654,64.39377387662631,0.18245110068696338,0.0008640057574134032,0.9988279145377077,1
